,id,name,first_air_date,overview,popularity,vote_average,vote_count
467,4574,X-Men,1992-10-31,"The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.",120.344,8.176,1042
468,196614,Hasta que la plata nos separe,2022-05-10,"Rafael Méndez is an ethical and noble man who dedicates his life to selling household items and is dating his neighbor Vicky Pardo. Alejandra Maldonado is a successful businesswoman and manager of the Ramenautos car dealership, she is engaged to Luciano Valenzuela. Rafael and Alejandra suffer a car accident that will trigger a series of events that will bring them closer. Rafael must pay off the debt he has left Alejandra with after the accident and this closeness will lead them to fall in love despite their social differences. However, circumstances and their respective families and partners will do everything possible to prevent their love from happening.",70.948,8.175,206
469,77240,Captain Tsubasa,2018-04-03,"The passionate story of an elementary school student whose thoughts and dreams revolve almost entirely around the love of soccer. 11-year-old Tsubasa Oozora started playing football at a very young age, and while it was mostly just a recreational sport for his friends, for him, it developed into something of an obsession.  In order to pursue his dream to the best of his elementary school abilities, Tsubasa moves with his mother to Nankatsu city, which is well-known for its excellent elementary school soccer teams. But although he was easily the best in his old town, Nankatsu has a lot more competition, and he will need all of his skill and talent in order to stand out from this new crowd.",862.8,8.175,594
470,64320,Oh My Venus,2015-11-16,"Dumped by her boyfriend of 15 years for gaining weight, a lawyer gets help from a hotshot personal trainer to get in shape and turn her life around.",30.867,8.175,291
471,46922,Ben 10: Omniverse,2012-08-01,"A year after the events that took place during the ""Final Battle"" and after the destruction of Omnitrix, 16-year-old Ben Tennyson has to face new enemies.",451.079,8.2,403
472,124800,Love & Death,2023-04-27,Candy and Pat Montgomery and Betty and Allan Gore — two churchgoing couples — enjoy their small town Texas life… until an extramarital affair leads somebody to pick up an axe.,187.955,8.173,243
473,90814,Extracurricular,2020-04-29,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",31.842,8.173,620
474,4336,Drawn Together,2004-10-27,"The world's first animated reality series gathers icons from all corners of the cartoon universe and lets them loose, with plenty of cameras to catch their exploits. Here's what happens when eight cartoon characters stop being polite and start getting real.",339.207,8.171,1131
475,1835,Kenan & Kel,1996-08-17,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",315.721,8.169,346
476,1087,Serial Experiments Lain,1998-07-06,"Lain—driven by the abrupt suicide of a classmate—logs on to the Wired and promptly loses herself in a twisted mass of hallucinations, memories, and interconnected-psyches.",94.102,8.169,455
477,96203,Gleipnir,2020-04-05,"Shuichi Kagaya is an ordinary high school kid in a boring little town. But when a beautiful classmate is caught in a warehouse fire, he discovers a mysterious power: he can transform into a furry dog with an oversized revolver and a zipper down his back. He saves the girl’s life, sharing his secret with her. But she’s searching for the sister who killed her family, and she doesn’t care how degrading it gets: she will use Shuichi to accomplish her mission…",270.82,8.166,646
478,71578,Atypical,2017-08-11,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",245.239,8.166,983
479,79649,Project Blue Book,2019-01-08,"A chronicle of the true top secret U.S. Air Force-sponsored investigations into UFO-related phenomena in the 1950s and ’60s, known as “Project Blue Book”.",176.472,8.165,956
480,21409,Dinosaur King,2007-02-04,"Upon discovering ancient stones with dinosaur images imprinted on them, a 12-year-old boy named Max Taylor and his friends Zoe Drake and Rex Owen discover they are able to call forth dinosaur companions. These companions will aid the owners in stopping the nasty Alpha Gang from coming into poccession of the mysterious stones and crush their chances at world domination.",57.456,8.164,375
481,2085,Courage the Cowardly Dog,1999-11-12,"The bizarre misadventures of a cowardly dog named Courage and his elderly owners in a farmhouse in Nowhere, Kansas.",117.002,8.164,1386
482,61889,Marvel's Daredevil,2015-04-10,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,713.776,8.2,4157
483,155537,Black Bird,2022-07-07,"As Jimmy Keene begins a 10-year prison sentence, he gets an incredible offer: If he can elicit a confession from suspected killer Larry Hall, Jimmy will be freed. Completing this mission becomes the challenge of a lifetime.",97.551,8.162,484
484,1778,Zoey 101,2005-01-09,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",154.388,8.162,992
485,35016,House of Anubis,2011-01-01,"Strange things are happening at an English boarding school called House of Anubis. Popular student Joy goes missing, the school's cranky caretaker has a creepy stuffed crow and the school's attic may be haunted. When recent American transplant Nina gets thrust into the school during this time, she decides to investigate along with her new friend, Fabian, and housemates.",114.818,8.161,236
486,4743,The Boarding School,2007-05-24,"El Internado Laguna Negra was a Spanish television drama-thriller focusing on the students of a fictional boarding school in a forest, where teenagers are sent by their parents to study. The boarding school is situated in a forest far from the city, on the outskirts on which macabre events occur. The series debut on 24 May 2007, and is a production of Antena 3. Although the show is recorded and produced in HD, it is only broadcast in SD. However, an HD Blu-ray Disc release has been announced.",159.019,8.161,534
487,1988,ThunderCats,1985-01-23,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance.",232.336,8.161,897
